함양군,실덕,경상남도 함양군 마천면 덕전길 3271,055-596-5372,055-596-0292,내과,09:00~18:00
함양군,엄천,경상남도 함양군 휴천면 한남안길 40,055-596-5373,055-596-9976,내과,09:00~18:00
함양군,죽산,경상남도 함양군 수동면 수남로 381,055-596-5374,055-596-3150,내과,09:00~18:00
함양군,동도,경상남도 함양군 안의면 황마로 934,055-596-5375,055-596-4738,내과,09:00~18:00
함양군,용추,경상남도 함양군 안의면 신안길 69,055-596-5376,055-596-0265,내과,09:00~18:00
함양군,운곡,경상남도 함양군 서하면 은행길 1,055-596-5377,055-596-2901,내과,09:00~18:00
함양군,상남,경상남도 함양군 서상면 덕유월성로 371,055-596-5378,055-596-0314,내과,09:00~18:00
함양군,백운산,경상남도 함양군 백전면 운산 1길 717,055-596-5379,055-596-2775,내과,09:00~18:00
함양군,마평,경상남도 함양군 병곡면 마평길 4010,055-596-5380,055-596-0294,내과,09:00~18:00
거창군,거기,경상남도 거창군 주상면 보해길 24411,055-594-8660,055-594-5970,내과,09:00~18:00
거창군,강천,경상남도 거창군 웅양면 강천장교길 19,055-594-8661,055-594-5971,내과,09:00~18:00
거창군,하성,경상남도 거창군 웅양면 하곡1길 3,055-594-8662,055-594-8688,내과,09:00~18:00
거창군,개명,경상남도 거창군 고제면 빼재로 1804,055-594-8663,055-594-5972,내과,09:00~18:00
거창군,봉산,경상남도 거창군 고제면 하구송길 33,055-594-8664,055-594-9973,내과,09:00~18:00
거창군,소정,경상남도 거창군 북상면 송계로 1205,055-594-8665,055-594-5974,내과,09:00~18:00
거창군,월성,경상남도 거창군 북상면 은지밭길 7910,055-594-8666,055-594-0025,내과,09:00~18:00
거창군,모동,경상남도 거창군 위천면 빼재로 881,055-594-8667,055-594-0752,내과,09:00~18:00
거창군,율리,경상남도 거창군 마리면 풍계1길 41,055-594-8669,055-594-5976,내과,09:00~18:00
거창군,고학,경상남도 거창군 마리면 고신1길 14,055-594-8668,055-594-5977,내과,09:00~18:00
거창군,임불,경상남도 거창군 남상면 임불1길 348,055-594-8670,055-594-9978,내과,09:00~18:00
거창군,진목,경상남도 거창군 남상면 진목1길 20,055-594-8671,055-594-5972,내과,09:00~18:00
거창군,지산,경상남도 거창군 남하면 지산로 73515,055-594-8672,055-594-1996,내과,09:00~18:00
거창군,양지,경상남도 거창군 신원면 양지3길 4,055-594-8673,055-594-5983,내과,09:00~18:00
거창군,대현,경상남도 거창군 신원면 대현길 20,055-594-8674,055-594-5982,내과,09:00~18:00
거창군,도리,경상남도 거창군 가조면 가조가야로 14378,055-594-8675,055-594-5983,내과,09:00~18:00
거창군,용암,경상남도 거창군 가북면 용암로 717,055-594-8676,055-594-5984,내과,09:00~18:00
거창군,중촌,경상남도 거창군 가북면 가북로 1354,055-594-8677,055-594-0207,내과,09:00~18:00
합천군,장인,경상남도 합천군 합천읍 인덕로 1679,055-593-3823,055-593-3843,내과,09:00~18:00
합천군,양지,경상남도 합천군 봉산면 서부로 3640,055-593-3811,055-593-3831,내과,09:00~18:00
합천군, 숭산,경상남도 합천군 가야면 매안대전길 27,055-593-3812,055-593-3832,내과,09:00~18:00
합천군,하남,경상남도 합천군 초계면 국사봉로 935,055-593-3813,055-593-3833,내과,09:00~18:00
합천군,이책,경상남도 합천군 쌍책면 쌍쌍로 3,055-593-3814,055-593-3834,내과,09:00~18:00
합천군,대동,경상남도 합천군 덕곡면 오광대로 747,055-593-3815,055-593-3835,내과,09:00~18:00
합천군,소례,경상남도 합천군 청덕면 강북로 362,055-593-3816,055-593-3836,내과,09:00~18:00
합천군,백산,경상남도 합천군 대양면 대한로 6536,055-593-3817,055-593-3837,내과,09:00~18:00
합천군,평지,경상남도 합천군 쌍백면 청정로 261,055-593-3818,055-593-3838,내과,09:00~18:00
합천군,동리,경상남도 합천군 삼가면 동리길 29,055-593-3819,055-593-3839,내과,09:00~18:00
합천군,대기,경상남도 합천군 가회면 황매산로 533,055-593-3820,055-593-3840,내과,09:00~18:00
합천군,장단,경상남도 합천군 대병면 대병3산로 287,055-593-3821,055-593-3841,내과,09:00~18:00
합천군,병목,경상남도 합천군 대병면 서부로 2417,055-593-3822,055-593-3842,내과,09:00~18:00
합천군,낙진,경상남도 합천군 청덕면 앙진길 417,055-593-3825,,내과,09:00~18:00
합천군,와리,경상남도 합천군 율곡면 와리길 510 ,055-593-3824,055-593-3844,내과,09:00~18:00
